Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=24
Strategy: Calculated quotes: bid=0.23, ask=0.25 and best bid=0.23, best ask=0.25 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=23, best bid=0.22, best ask=0.23 last mid bucket=Some(23)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=1 and current mid bucket=22
Strategy: Price moved. Canceling orders for requote.
Strategy: Calculated quotes: bid=0.20, ask=0.23 and best bid=0.20, best ask=0.23 should requote=true open orders=1 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=22, best bid=0.20, best ask=0.23 last mid bucket=Some(22)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=22, best bid=0.20, best ask=0.23 last mid bucket=Some(22)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=22, best bid=0.20, best ask=0.23 last mid bucket=Some(22)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=1 and current mid bucket=13
Strategy: Price moved. Canceling orders for requote.
Strategy: Calculated quotes: bid=0.03, ask=0.23 and best bid=0.03, best ask=0.23 should requote=true open orders=1 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=13, best bid=0.03, best ask=0.23 last mid bucket=Some(13)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=13, best bid=0.03, best ask=0.23 last mid bucket=Some(13)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=13, best bid=0.03, best ask=0.23 last mid bucket=Some(13)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=13, best bid=0.03, best ask=0.23 last mid bucket=Some(13)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=13, best bid=0.03, best ask=0.23 last mid bucket=Some(13)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=13, best bid=0.03, best ask=0.23 last mid bucket=Some(13)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=13, best bid=0.03, best ask=0.23 last mid bucket=Some(13)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=13, best bid=0.03, best ask=0.23 last mid bucket=Some(13)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=13, best bid=0.03, best ask=0.23 last mid bucket=Some(13)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=1 and current mid bucket=22
Strategy: Price moved. Canceling orders for requote.
Strategy: Calculated quotes: bid=0.19, ask=0.23 and best bid=0.19, best ask=0.23 should requote=true open orders=1 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=22, best bid=0.19, best ask=0.23 last mid bucket=Some(22)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=22, best bid=0.19, best ask=0.23 last mid bucket=Some(22)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=1 and current mid bucket=21
Strategy: Price moved. Canceling orders for requote.
Strategy: Calculated quotes: bid=0.18, ask=0.23 and best bid=0.18, best ask=0.23 should requote=true open orders=1 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=1 and current mid bucket=17
Strategy: Price moved. Canceling orders for requote.
Strategy: Calculated quotes: bid=0.11, ask=0.23 and best bid=0.11, best ask=0.23 should requote=true open orders=1 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=17, best bid=0.11, best ask=0.23 last mid bucket=Some(17)
Exec: Canceled all orders
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=21
Strategy: Calculated quotes: bid=0.18, ask=0.23 and best bid=0.18, best ask=0.23 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=17
Strategy: Calculated quotes: bid=0.11, ask=0.23 and best bid=0.11, best ask=0.23 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Exec: Canceled all orders
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=18
Strategy: Calculated quotes: bid=0.12, ask=0.23 and best bid=0.12, best ask=0.23 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=18, best bid=0.12, best ask=0.23 last mid bucket=Some(18)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=18, best bid=0.12, best ask=0.23 last mid bucket=Some(18)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=18, best bid=0.12, best ask=0.23 last mid bucket=Some(18)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=18, best bid=0.12, best ask=0.23 last mid bucket=Some(18)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=17
Strategy: Calculated quotes: bid=0.11, ask=0.23 and best bid=0.11, best ask=0.23 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=17, best bid=0.11, best ask=0.23 last mid bucket=Some(17)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=18
Strategy: Calculated quotes: bid=0.13, ask=0.23 and best bid=0.13, best ask=0.23 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Exec: Canceled all orders
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=18, best bid=0.13, best ask=0.23 last mid bucket=Some(18)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=19
Strategy: Calculated quotes: bid=0.14, ask=0.23 and best bid=0.14, best ask=0.23 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=19, best bid=0.14, best ask=0.23 last mid bucket=Some(19)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=19, best bid=0.14, best ask=0.23 last mid bucket=Some(19)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=19, best bid=0.14, best ask=0.23 last mid bucket=Some(19)
